Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
MSI,Ultrabook,11.28,Full HD 2880x1800,Intel Core i5 4.28GHz,4GB,1TB HDD,AMD Radeon RX 580,macOS,2.7kg,187858.94
HP,Gaming,11.01,Full HD 1366x768,Intel Core i3 2.9GHz,8GB,256GB SSD,Intel HD Graphics 6000,Windows 10 S,1.56kg,194827.28
Apple,Ultrabook,16.51,Full HD 1366x768,Intel Core i7 3.72GHz,16GB,1TB HDD,Intel HD Graphics 620 ,Windows 7,1.42kg,98766.24
Vero,Ultrabook,11.26,Full HD 1366x768,Intel Core i3 3.96GHz,32GB,256GB SSD,Nvidia GeForce GTX 950M,Android,2.98kg,125460.72
Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.36kg,84395.52
Xiaomi,Ultrabook,16.71,Full HD 2880x1800,AMD Ryzen 7 3.94GHz,4GB,256GB SSD,AMD Radeon Pro 455,No OS,1.87kg,54948.48
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.6kg,47898.72
Microsoft,Netbook,13.81,Full HD 2560x1440,AMD Ryzen 5 1.96GHz,4GB,512GB SSD,Nvidia GeForce GTX 980M,Windows 10,2.35kg,216966.03
Toshiba,Notebook,13.54,Full HD 2880x1800,AMD Ryzen 5 3.59GHz,32GB,512GB SSD + 1TB HDD,Intel HD Graphics 630,No OS,3.28kg,210845.27
HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3.35kg,73473.12
Chuwi,2 in 1 Convertible,14.99,Full HD 2560x1440,Intel Core i5 2.6GHz,16GB,512GB SSD + 1TB HDD,Intel Iris Graphics 550,macOS,0.95kg,164023.26
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,1TB HDD,AMD Radeon R5 M430,No OS,1.9kg,19607.04
Huawei,Ultrabook,13.4,Full HD 1920x1080,Intel Core i7 3.43GHz,4GB,512GB SSD + 1TB HDD,Intel HD Graphics 540,Windows 7,1.34kg,203794.95
Huawei,2 in 1 Convertible,14.79,Full HD 2560x1440,AMD Ryzen 7 2.31GHz,32GB,512GB SSD,Nvidia GeForce GTX 960,Windows 10 S,2.39kg,72573.11
Samsung,2 in 1 Convertible,15.47,Full HD 2880x1800,AMD Ryzen 5 2.43GHz,16GB,256GB SSD,AMD Radeon R4,Windows 10,1.31kg,53595.4
Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,12GB,2TB HDD,AMD Radeon 530,Windows 10,2.2kg,47898.72
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7Y75 1.3GHz,16GB,256GB SSD,Intel HD Graphics 615,Windows 10,1.22kg,87858.72
Huawei,Notebook,17.04,Full HD 2880x1800,Intel Core i3 4.32GHz,4GB,512GB SSD,Intel HD Graphics,No OS,3.15kg,200408.68
Lenovo,Netbook,13.55,Full HD 1920x1080,Intel Core i5 3.04GHz,4GB,512GB SSD,AMD FirePro W4190M,Android,1.77kg,108082.8
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.2kg,52480.8
Apple,Netbook,11.19,Full HD 1920x1080,Intel Core i7 2.89GHz,4GB,1TB SSD,Nvidia GeForce GTX 940M,Android,2.33kg,144286.22
Asus,Workstation,17.35,Full HD 2560x1440,AMD Ryzen 5 2.11GHz,8GB,512GB SSD + 1TB HDD,AMD Radeon R7 M365X,Linux,3.07kg,125723.15
Microsoft,2 in 1 Convertible,16.62,Full HD 1920x1080,Intel Core i5 3.39GHz,8GB,512GB SSD + 1TB HDD,Nvidia GeForce 920,Android,3.19kg,140280.93
Razer,2 in 1 Convertible,11.07,Full HD 1366x768,Intel Core i5 2.35GHz,16GB,1TB SSD,Intel HD Graphics 620 ,Linux,3.33kg,141706.55
LG,Notebook,17.18,Full HD 1366x768,AMD Ryzen 7 4.36GHz,4GB,512GB SSD + 1TB HDD,AMD Radeon R7 Graphics,No OS,2.06kg,75954.91
Asus,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.1kg,101232
Samsung,Netbook,17.58,Full HD 2560x1440,AMD Ryzen 5 1.83GHz,16GB,512GB SSD + 1TB HDD,Intel HD Graphics 520,Mac OS X,1.6kg,99830.68
Samsung,Gaming,11.2,Full HD 1366x768,AMD Ryzen 7 4.3GHz,16GB,512GB SSD,Intel HD Graphics 500,No OS,1.47kg,139590.39
Chuwi,Gaming,15.34,Full HD 3840x2160,Intel Core i7 3.38GHz,16GB,512GB SSD + 1TB HDD,Intel HD Graphics 630,Linux,2.2kg,102011.49
Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,16GB,512GB SSD,Intel Iris Plus Graphics 640,Windows 10 S,1.25kg,137941.92
Razer,Notebook,14.09,Full HD 2560x1440,Intel Core i7 1.64GHz,4GB,1TB SSD,AMD Radeon R5 M330,macOS,1.63kg,130911.49
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7560U 2.4GHz,8GB,256GB SSD,Intel Iris Plus Graphics 640,Windows 10,1.23kg,73473.12
Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.36kg,76137.12
Toshiba,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.5kg,51841.44
Samsung,Notebook,14.34,Full HD 2560x1440,AMD Ryzen 5 4.3GHz,32GB,256GB SSD,Nvidia Quadro M620,Chrome OS,1.13kg,234826.94
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.21kg,147832.2864
Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5kg,85248
Microsoft,Notebook,16.52,Full HD 3840x2160,Intel Core i5 3.19GHz,8GB,256GB SSD,Nvidia GeForce GTX 965M,macOS,1.56kg,146311.79
Lenovo,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Intel HD Graphics 505,Windows 10,2.2kg,16463.52
Acer,Notebook,17.41,Full HD 1366x768,Intel Core i7 2.5GHz,16GB,512GB SSD,Intel Iris Plus Graphics 640,Windows 10 S,1.5kg,194964.01
Xiaomi,Notebook,12.47,Full HD 3840x2160,Intel Core i5 3.78GHz,8GB,256GB SSD,Intel HD Graphics 400,macOS,1.52kg,53040.6
MSI,Netbook,16.1,Full HD 1920x1080,Intel Core i3 3.28GHz,4GB,512GB SSD,AMD Radeon Pro 560,Linux,3.0kg,100808.65
Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,AMD Radeon RX 550,Windows 10,1.75kg,59461.5456
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.68kg,47365.92
Asus,Gaming,17.08,Full HD 1366x768,Intel Core i5 3.78GHz,32GB,512GB SSD + 1TB HDD,Nvidia GTX 980 SLI,Linux,3.57kg,241740.46
Chuwi,Ultrabook,14.1,Full HD 2560x1440,Intel Core i3 2.11GHz,32GB,1TB SSD,Intel HD Graphics 5300,Mac OS X,3.48kg,173042.2
Microsoft,2 in 1 Convertible,14.33,Full HD 2880x1800,Intel Core i7 1.56GHz,32GB,512GB SSD + 1TB HDD,AMD Radeon RX 560,Chrome OS,3.45kg,62952.4
Xiaomi,Notebook,17.74,Full HD 2880x1800,AMD Ryzen 7 2.42GHz,16GB,512GB SSD + 1TB HDD,ARM Mali T860 MP4,Mac OS X,2.79kg,223731.5
Fujitsu,Gaming,17.13,Full HD 2560x1440,AMD Ryzen 5 3.0GHz,8GB,256GB SSD,Nvidia Quadro M3000M,Android,2.03kg,112607.09
MSI,Netbook,12.88,Full HD 1366x768,Intel Core i7 4.48GHz,4GB,512GB SSD + 1TB HDD,Nvidia Quadro 3000M,No OS,1.74kg,240181.64
Chuwi,Netbook,15.7,Full HD 1920x1080,Intel Core i3 4.4GHz,32GB,512GB SSD + 1TB HDD,Intel HD Graphics 630,Windows 7,3.08kg,168643.3
HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3.78kg,79813.44
Toshiba,Netbook,12.05,Full HD 2880x1800,AMD Ryzen 5 2.8GHz,4GB,256GB SSD,Nvidia GeForce GTX 1050Ti,Linux,1.66kg,242574.79
Vero,Notebook,17.76,Full HD 3840x2160,AMD Ryzen 7 2.53GHz,8GB,512GB SSD + 1TB HDD,Nvidia Quadro M2200M,Windows 10 S,2.15kg,232520.72
Dell,Notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,1.65kg,36709.92
Chuwi,Workstation,14.37,Full HD 2880x1800,AMD Ryzen 7 2.42GHz,8GB,512GB SSD + 1TB HDD,Intel Iris Plus Graphics 640,No OS,2.15kg,23815.91
Lenovo,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1060,No OS,2.4kg,74485.44
Google,Notebook,15.82,Full HD 2560x1440,AMD Ryzen 5 4.19GHz,16GB,512GB SSD,Nvidia GeForce 930MX,Windows 10 S,1.02kg,171711.92
Asus,Workstation,13.04,Full HD 2560x1440,AMD Ryzen 5 2.96GHz,32GB,256GB SSD,Nvidia GeForce GTX 950M,Android,3.58kg,149579.86
MSI,Netbook,17.55,Full HD 1920x1080,AMD Ryzen 5 2.2GHz,4GB,1TB SSD,Nvidia GeForce GT 940MX,Mac OS X,1.8kg,152590.19
Asus,Notebook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2kg,58288.32
HP,Netbook,15.29,Full HD 1920x1080,Intel Core i3 3.28GHz,4GB,256GB SSD,AMD Radeon Pro 455,Windows 10 S,1.86kg,192828.39
LG,Gaming,15.77,Full HD 1920x1080,Intel Core i7 2.02GHz,8GB,512GB SSD + 1TB HDD,Intel HD Graphics 540,Android,2.85kg,75671.04
Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5kg,95850.72
LG,2 in 1 Convertible,13.67,Full HD 2560x1440,Intel Core i3 4.32GHz,4GB,1TB SSD,Nvidia GeForce MX130,Windows 7,1.09kg,71088.28
Razer,Gaming,15.68,Full HD 2880x1800,Intel Core i7 2.19GHz,8GB,1TB SSD,Nvidia GeForce GTX 980 ,Mac OS X,1.55kg,182962.61
Razer,Workstation,13.22,Full HD 2880x1800,Intel Core i3 1.53GHz,4GB,512GB SSD,AMD Radeon R4 Graphics,Chrome OS,1.21kg,206817.02
Asus,Notebook,17.9,Full HD 1366x768,AMD Ryzen 7 4.06GHz,32GB,512GB SSD,Nvidia GeForce GTX1080,macOS,1.38kg,212832.63
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.23kg,74538.72
Google,Netbook,15.88,Full HD 1366x768,Intel Core i5 4.24GHz,4GB,256GB SSD,Intel HD Graphics,Mac OS X,3.11kg,98183.54
Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Nvidia GeForce MX150,Windows 10,2.2kg,44808.48
Razer,Netbook,14.08,Full HD 2880x1800,Intel Core i5 2.32GHz,32GB,1TB SSD,Intel HD Graphics 6000,Windows 10,2.4kg,58588.49
Razer,Notebook,16.15,Full HD 1366x768,AMD Ryzen 7 4.28GHz,32GB,1TB SSD,AMD R4 Graphics,Mac OS X,1.05kg,65186.42
Asus,Notebook,14,1366x768,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.3kg,27119.52
Acer,Ultrabook,15.31,Full HD 1366x768,Intel Core i3 3.31GHz,32GB,512GB SSD + 1TB HDD,Nvidia GeForce 920M,Windows 7,1.49kg,191327.7
MSI,Notebook,16.26,Full HD 3840x2160,AMD Ryzen 5 4.11GHz,8GB,512GB SSD + 1TB HDD,AMD Radeon Pro 455,Chrome OS,1.52kg,217452.47
Dell,Notebook,14,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,1.6kg,39207.1536
Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A10-Series 9600P 2.4GHz,6GB,1TB HDD,AMD Radeon R5 430,Windows 10,2.4kg,26586.72
MSI,Ultrabook,13.44,Full HD 2560x1440,AMD Ryzen 7 2.18GHz,8GB,256GB SSD,Nvidia Quadro M3000M,Linux,1.72kg,216229.71
Fujitsu,Netbook,11.21,Full HD 2560x1440,AMD Ryzen 7 2.94GHz,16GB,256GB SSD,Nvidia Quadro M1000M,Linux,3.42kg,222226.13
Asus,Ultrabook,12.4,Full HD 1366x768,AMD Ryzen 7 2.57GHz,8GB,1TB HDD,AMD Radeon RX 550,No OS,1.01kg,246319.46
Samsung,Ultrabook,16.48,Full HD 1366x768,Intel Core i7 4.3GHz,8GB,256GB SSD,Nvidia Quadro M2200M,macOS,2.77kg,233852.83
Asus,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce GTX 930MX,Windows 10,2.3kg,41931.36
Vero,Gaming,17.92,Full HD 1920x1080,Intel Core i3 1.95GHz,16GB,1TB SSD,Nvidia GeForce GTX 1050 Ti,macOS,3.26kg,94679.66
Razer,Netbook,17.28,Full HD 1366x768,Intel Core i5 4.08GHz,8GB,256GB SSD,AMD Radeon R5 M420,No OS,1.38kg,114240.04
MSI,Gaming,13.26,Full HD 1920x1080,Intel Core i5 1.75GHz,16GB,1TB SSD,Intel HD Graphics 540,Chrome OS,2.36kg,215613.78
Asus,Workstation,11.36,Full HD 1366x768,AMD Ryzen 7 2.67GHz,4GB,512GB SSD,AMD Radeon R7 Graphics,Android,2.26kg,21278.49
Toshiba,Notebook,12.95,Full HD 3840x2160,Intel Core i7 1.64GHz,4GB,512GB SSD,Intel UHD Graphics 620,Android,1.51kg,158436.22
Samsung,Notebook,13.94,Full HD 1920x1080,AMD Ryzen 7 3.66GHz,8GB,512GB SSD,Nvidia GeForce GTX 1060,No OS,1.12kg,125967.45
Asus,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12GB,2TB HDD,Nvidia GeForce 940MX,Windows 10,2.3kg,44701.92
LG,2 in 1 Convertible,16.96,Full HD 1920x1080,AMD Ryzen 7 4.06GHz,8GB,512GB SSD,AMD FirePro W4190M ,Chrome OS,3.58kg,47508.36
Microsoft,Gaming,14.06,Full HD 1920x1080,AMD Ryzen 7 4.2GHz,4GB,1TB HDD,AMD Radeon R7 M360,Windows 7,3.65kg,81848.53
Dell,Notebook,14,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.64kg,68184.0144
Microsoft,Workstation,15.42,Full HD 1920x1080,AMD Ryzen 5 1.84GHz,4GB,256GB SSD,AMD Radeon R5 M420,macOS,2.82kg,162472.07
Vero,Gaming,17.5,Full HD 1920x1080,AMD Ryzen 5 3.45GHz,8GB,512GB SSD,Nvidia GeForce GTX 950M,Android,1.38kg,151317.88
HP,Notebook,15.6,IPS Panel Full HD 1366x768,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,Intel UHD Graphics 620,Windows 10,2.1kg,48058.56
Razer,Netbook,17.4,Full HD 3840x2160,Intel Core i5 1.99GHz,32GB,512GB SSD + 1TB HDD,AMD Radeon R7 M365X,Android,1.87kg,240812.17
Fujitsu,Gaming,15.61,Full HD 1366x768,AMD Ryzen 5 2.86GHz,4GB,512GB SSD,Intel Iris Plus Graphics 650,No OS,2.71kg,78038.99
Acer,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.8kg,33886.08
Dell,Gaming,17.31,Full HD 1366x768,Intel Core i5 4.47GHz,4GB,256GB SSD,Intel HD Graphics,Windows 10,2.95kg,161376.38
Dell,2 in 1 Convertible,17.19,Full HD 2560x1440,Intel Core i3 3.94GHz,32GB,512GB SSD,AMD Radeon 520,Chrome OS,1.74kg,248490.99
Google,Gaming,16.36,Full HD 3840x2160,Intel Core i3 2.76GHz,16GB,512GB SSD,AMD FirePro W4190M ,Windows 10 S,3.69kg,171855.37
Xiaomi,Gaming,15.73,Full HD 3840x2160,AMD Ryzen 7 3.32GHz,32GB,1TB SSD,Nvidia GeForce 920,Windows 7,1.23kg,177107.22
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,No OS,1.86kg,30636
LG,Workstation,16.69,Full HD 2880x1800,Intel Core i7 2.22GHz,16GB,256GB SSD,Intel HD Graphics 615,No OS,3.09kg,97140.39
MSI,Workstation,16.96,Full HD 1920x1080,AMD Ryzen 5 2.22GHz,32GB,1TB SSD,AMD Radeon R7 M440,Linux,2.02kg,211634.54
Asus,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2kg,69210.72
Dell,Notebook,14,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Linux,1.64kg,58021.92
Vero,2 in 1 Convertible,16.07,Full HD 2880x1800,Intel Core i5 2.55GHz,8GB,1TB HDD,AMD FirePro W4190M ,Android,3.6kg,172681.47
Toshiba,Ultrabook,15.98,Full HD 2560x1440,AMD Ryzen 7 1.73GHz,16GB,1TB HDD,AMD Radeon R5 M315,Linux,1.57kg,26677.02
Dell,Workstation,12.38,Full HD 2560x1440,AMD Ryzen 5 4.28GHz,8GB,512GB SSD + 1TB HDD,AMD Radeon R5 M315,Android,1.1kg,99139.06
Razer,2 in 1 Convertible,13.94,Full HD 3840x2160,Intel Core i5 3.21GHz,32GB,1TB SSD,Intel Graphics 620,Windows 10 S,3.61kg,160206.51
Microsoft,Ultrabook,12.33,Full HD 2880x1800,AMD Ryzen 7 1.74GHz,4GB,1TB SSD,Intel HD Graphics 620 ,Windows 7,3.71kg,64651.96
Microsoft,Ultrabook,12.95,Full HD 1366x768,AMD Ryzen 7 3.56GHz,8GB,256GB SSD,Intel HD Graphics 510,Windows 10 S,1.67kg,111846.72
Acer,Ultrabook,14.96,Full HD 1366x768,Intel Core i5 3.36GHz,4GB,256GB SSD,Nvidia Quadro M1000M,Mac OS X,1.31kg,135969.97
Google,Ultrabook,16,Full HD 3840x2160,AMD Ryzen 5 2.02GHz,16GB,1TB SSD,Intel HD Graphics 500,Android,2.68kg,215266.21
Huawei,Ultrabook,12.25,Full HD 2560x1440,Intel Core i7 4.48GHz,8GB,512GB SSD + 1TB HDD,Intel Iris Graphics 540,No OS,1.13kg,234399.93
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce GT 940MX,Linux,1.98kg,47686.1328
Toshiba,Notebook,11.14,Full HD 3840x2160,AMD Ryzen 5 2.82GHz,4GB,512GB SSD + 1TB HDD,Nvidia GeForce GTX 960,Windows 10 S,2.21kg,199905.09
MSI,Gaming,13.33,Full HD 2560x1440,AMD Ryzen 5 3.22GHz,32GB,1TB HDD,Intel HD Graphics 530,Mac OS X,2.1kg,185967.41
Xiaomi,Workstation,17.32,Full HD 1366x768,AMD Ryzen 5 2.02GHz,16GB,512GB SSD + 1TB HDD,Intel HD Graphics 520,No OS,3.35kg,102946.21
Toshiba,Notebook,13.12,Full HD 3840x2160,AMD Ryzen 5 2.51GHz,16GB,512GB SSD + 1TB HDD,Nvidia GeForce 920MX,Windows 7,1.01kg,100391.85
Acer,Gaming,11.15,Full HD 3840x2160,Intel Core i3 3.85GHz,4GB,512GB SSD + 1TB HDD,Intel Graphics 620,Android,1.05kg,218123.73
Acer,2 in 1 Convertible,15.37,Full HD 2560x1440,Intel Core i5 2.73GHz,32GB,1TB HDD,Nvidia GeForce GTX1060,No OS,2.44kg,127489.57
Toshiba,Netbook,16.79,Full HD 1920x1080,AMD Ryzen 5 4.36GHz,16GB,512GB SSD + 1TB HDD,Nvidia Quadro M2000M,Mac OS X,2.15kg,118684.05
Huawei,Gaming,16.97,Full HD 1920x1080,Intel Core i3 2.69GHz,16GB,1TB HDD,Nvidia GeForce 960M,Android,2.21kg,129304.15
Asus,Netbook,14.07,Full HD 2880x1800,Intel Core i5 2.67GHz,8GB,512GB SSD,AMD Radeon Pro 455,Windows 10 S,1.64kg,187202.23
Asus,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2kg,50349.6
Xiaomi,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD,Nvidia GeForce MX150,No OS,1.95kg,74589.336
Razer,Netbook,17.1,Full HD 2880x1800,Intel Core i3 2.25GHz,8GB,1TB HDD,Nvidia GeForce GTX 965M,Linux,3.6kg,213454.05
Chuwi,Notebook,16.19,Full HD 3840x2160,Intel Core i7 2.26GHz,32GB,1TB HDD,AMD Radeon R5 M420,Windows 10 S,2.12kg,64438.11
Apple,Netbook,12.78,Full HD 2880x1800,AMD Ryzen 7 2.37GHz,4GB,256GB SSD,AMD Radeon 530,Android,2.99kg,166859.64
Fujitsu,Gaming,17.02,Full HD 1920x1080,AMD Ryzen 7 2.18GHz,4GB,1TB SSD,AMD Radeon 530,Windows 7,2.43kg,210571.43
Huawei,Workstation,12.01,Full HD 2880x1800,Intel Core i7 1.83GHz,16GB,512GB SSD,Nvidia Quadro M1200,Linux,1.46kg,148058.08
MSI,Gaming,14,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows 10,1.7kg,94252.32
Microsoft,Gaming,11.42,Full HD 3840x2160,AMD Ryzen 5 3.83GHz,16GB,256GB SSD,Nvidia Quadro M2200,Mac OS X,2.46kg,136336.9
Huawei,Notebook,17.19,Full HD 2560x1440,Intel Core i7 3.58GHz,8GB,1TB HDD,Intel HD Graphics 620 ,Mac OS X,2.1kg,86459.56
Apple,Ultrabook,14.98,Full HD 1366x768,AMD Ryzen 5 2.95GHz,32GB,1TB HDD,AMD Radeon Pro 455,Mac OS X,3.33kg,63090.38
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.23kg,99580.32
Dell,Gaming,13.84,Full HD 1366x768,AMD Ryzen 7 2.44GHz,4GB,1TB SSD,Nvidia GeForce GTX 1070,Windows 10 S,1.8kg,198642.28
Google,Notebook,12.36,Full HD 1920x1080,Intel Core i5 2.44GHz,16GB,1TB SSD,AMD Radeon RX 580,Mac OS X,3.72kg,151333.87
Dell,2 in 1 Convertible,14.53,Full HD 3840x2160,Intel Core i3 1.87GHz,4GB,512GB SSD + 1TB HDD,Intel Iris Graphics 550,Chrome OS,2.72kg,241078.49
Razer,Netbook,13.38,Full HD 3840x2160,Intel Core i5 4.13GHz,16GB,256GB SSD,Intel Iris Graphics 550,Windows 7,1.62kg,94100.16
Acer,2 in 1 Convertible,16.08,Full HD 1366x768,Intel Core i7 1.83GHz,32GB,1TB HDD,AMD Radeon R4,Mac OS X,1.62kg,68014.69
MSI,Notebook,16.21,Full HD 1366x768,Intel Core i5 1.97GHz,8GB,512GB SSD,Nvidia GeForce 930M,macOS,1.55kg,106940.51
Asus,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.3kg,63563.04
Dell,Workstation,12.98,Full HD 1366x768,Intel Core i7 2.84GHz,8GB,1TB HDD,AMD Radeon R5 M420,No OS,2.82kg,242064.91
Toshiba,Workstation,12.43,Full HD 2880x1800,Intel Core i5 4.28GHz,32GB,1TB SSD,AMD Radeon 530,Windows 7,1.01kg,194674.86
MSI,Netbook,16.42,Full HD 3840x2160,Intel Core i5 3.78GHz,16GB,512GB SSD + 1TB HDD,AMD Radeon 530,macOS,2.52kg,139525.59
Razer,Workstation,13.13,Full HD 1920x1080,AMD Ryzen 7 2.82GHz,32GB,1TB SSD,Nvidia Quadro M2200M,Chrome OS,2.14kg,50326.54
Razer,2 in 1 Convertible,15.72,Full HD 2560x1440,Intel Core i3 3.4GHz,8GB,1TB SSD,Intel HD Graphics 620,Mac OS X,2.89kg,180126.73
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.2kg,30849.12
Lenovo,Notebook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.15kg,16221.096
Asus,Notebook,17.3,1600x900,Intel Pentium Quad Core N3710 1.6GHz,4GB,1TB HDD,Nvidia GeForce 920MX,Windows 10,2.8kg,28238.4
LG,2 in 1 Convertible,17.45,Full HD 1920x1080,Intel Core i3 1.94GHz,4GB,1TB HDD,Nvidia GeForce GTX 950M,Windows 7,2.89kg,37532.95
Mediacom,Ultrabook,17.65,Full HD 3840x2160,Intel Core i3 1.51GHz,4GB,1TB HDD,AMD R4 Graphics,Windows 10 S,2.44kg,189700.38
Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.8kg,69210.72
HP,Gaming,17.74,Full HD 1366x768,Intel Core i3 3.98GHz,8GB,1TB SSD,AMD Radeon RX 540,Linux,3.44kg,159880.31
Asus,Ultrabook,12.15,Full HD 3840x2160,Intel Core i7 3.9GHz,4GB,512GB SSD + 1TB HDD,Nvidia GeForce MX150,No OS,1.85kg,239358.37
MSI,Workstation,12.08,Full HD 2880x1800,Intel Core i7 2.52GHz,16GB,1TB SSD,Nvidia GeForce GTX 970M,Windows 10 S,2.98kg,66327.35
Lenovo,2 in 1 Convertible,15.49,Full HD 1920x1080,Intel Core i7 3.96GHz,8GB,256GB SSD,AMD Radeon R7 Graphics,Windows 7,2.59kg,35215.02
Chuwi,Netbook,14.84,Full HD 2880x1800,Intel Core i7 4.49GHz,4GB,1TB HDD,Nvidia GeForce 920MX ,Windows 7,3.14kg,137619.31
